,name,lng,lat,oficina_principal,totalOffices,category_code,number_of_employees,founded_year,total_money_raised,ciudad
2133,Insyde,4.3532861,52.0112727,"{'type': 'Point', 'coordinates': [4.3532861, 52.0112727]}",1,advertising,7,2000.0,0.0,Delft
2134,J-Curve Technologies,-111.99253,33.451235,"{'type': 'Point', 'coordinates': [-111.99253, 33.451235]}",1,other,100,2006.0,0.0,Phoenix
2135,Koolanoo Group,116.395833,39.905556,"{'type': 'Point', 'coordinates': [116.395833, 39.905556]}",1,web,280,2005.0,32000000.0,Beijing
2136,Cazoodle,-88.239866,40.090814,"{'type': 'Point', 'coordinates': [-88.239866, 40.090814]}",1,web,6,2006.0,1200000.0,Champaign
2137,Interspire,151.21231,-33.878684,"{'type': 'Point', 'coordinates': [151.21231, -33.878684]}",2,software,50,2003.0,0.0,"Surry Hills, NSW"
2138,Africaincorp Media Network,-4.0305,5.332,"{'type': 'Point', 'coordinates': [-4.0305, 5.332]}",1,other,10,2008.0,0.0,Abidjan
2139,Recommnd,-73.537671,41.058558,"{'type': 'Point', 'coordinates': [-73.537671, 41.058558]}",1,web,1,2007.0,0.0,Stamford
2140,CTdeveloping,-117.2793685,33.052083,"{'type': 'Point', 'coordinates': [-117.2793685, 33.052083]}",1,software,2,2002.0,0.0,Encinitas
2141,Bridgevest eSolutions,4.475797,51.916547,"{'type': 'Point', 'coordinates': [4.475797, 51.916547]}",1,software,5,2007.0,0.0,Rotterdam
2142,Corporate Buyers Guide,-76.0295113,40.9778551,"{'type': 'Point', 'coordinates': [-76.0295113, 40.9778551]}",1,other,6,2005.0,0.0,West Hazleton
2143,Classtell,-79.411513,43.769574,"{'type': 'Point', 'coordinates': [-79.411513, 43.769574]}",1,web,1,2008.0,0.0,Toronto
2144,Purewire,-84.380568,33.852384,"{'type': 'Point', 'coordinates': [-84.380568, 33.852384]}",1,enterprise,40,2007.0,4750000.0,Atlanta
2145,magnify360,-118.38823,33.946285,"{'type': 'Point', 'coordinates': [-118.38823, 33.946285]}",1,public_relations,35,2005.0,2500000.0,Los Angeles
2146,Orinea,2.3249952,48.8785721,"{'type': 'Point', 'coordinates': [2.3249952, 48.8785721]}",2,web,5,2008.0,0.0,Paris
2147,Red Wolf Online,-79.458419,43.70452,"{'type': 'Point', 'coordinates': [-79.458419, 43.70452]}",1,software,6,2007.0,0.0,Toronto
2148,Millform,8.527005,47.377663,"{'type': 'Point', 'coordinates': [8.527005, 47.377663]}",1,mobile,10,2008.0,0.0,Therwil
2149,TheWebService,-2.26681,52.232349,"{'type': 'Point', 'coordinates': [-2.26681, 52.232349]}",1,web,12,2008.0,0.0,Worcester
2150,IMPnow,-80.147944,26.02617,"{'type': 'Point', 'coordinates': [-80.147944, 26.02617]}",1,web,5,2007.0,0.0,Hollywood
2151,Infovoom,-95.454441,29.754839,"{'type': 'Point', 'coordinates': [-95.454441, 29.754839]}",1,ecommerce,2,,0.0,Houston
2152,TwitterCounter,4.8926529,52.3644743,"{'type': 'Point', 'coordinates': [4.8926529, 52.3644743]}",1,web,1,2008.0,0.0,Amsterdam
2153,Centrify,-122.080843,37.390918,"{'type': 'Point', 'coordinates': [-122.080843, 37.390918]}",1,network_hosting,160,2004.0,52000000.0,Sunnyvale
2154,BCC Research,-71.277748,42.299209,"{'type': 'Point', 'coordinates': [-71.277748, 42.299209]}",1,consulting,150,1971.0,0.0,Wellesley
2155,Amerifun,-97.364138,37.612231,"{'type': 'Point', 'coordinates': [-97.364138, 37.612231]}",1,other,50,1997.0,0.0,Wichita
2156,Likewise Software,-122.135282,47.582658,"{'type': 'Point', 'coordinates': [-122.135282, 47.582658]}",1,software,50,2004.0,10000000.0,Bellevue
2157,ProjectX Technology,174.774093,-41.2902,"{'type': 'Point', 'coordinates': [174.774093, -41.2902]}",1,search,5,2005.0,0.0,Wellington
2158,Axiom Software,-77.342896,38.947914,"{'type': 'Point', 'coordinates': [-77.342896, 38.947914]}",1,software,7,2003.0,0.0,Reston
2159,ModernMethod,-80.18874,25.817674,"{'type': 'Point', 'coordinates': [-80.18874, 25.817674]}",1,games_video,47,1999.0,0.0,Miami
2160,Pioco,121.475,31.222222,"{'type': 'Point', 'coordinates': [121.475, 31.222222]}",1,mobile,54,2006.0,0.0,Shanghai
2161,SDH Interactive,-80.3817739,26.1223623,"{'type': 'Point', 'coordinates': [-80.3817739, 26.1223623]}",1,advertising,5,2007.0,0.0,Fort Lauderdale
2162,Inkspin1,24.658767,59.397629,"{'type': 'Point', 'coordinates': [24.658767, 59.397629]}",1,hardware,12,2007.0,0.0,Tallinn
2163,CI Sense,-73.580424,45.502556,"{'type': 'Point', 'coordinates': [-73.580424, 45.502556]}",1,search,1,2008.0,0.0,Montreal
2164,"Deal Finder, LLC",-83.439688,42.176407,"{'type': 'Point', 'coordinates': [-83.439688, 42.176407]}",1,public_relations,5,2007.0,0.0,Belleville
2165,Digital ReveNew,9.2298577,45.507014,"{'type': 'Point', 'coordinates': [9.2298577, 45.507014]}",2,consulting,20,2008.0,0.0,Milan
2166,myJambi,-73.98458,40.74385,"{'type': 'Point', 'coordinates': [-73.98458, 40.74385]}",1,ecommerce,7,2007.0,0.0,New York
2167,Micro-Factory,-88.207765,42.755295,"{'type': 'Point', 'coordinates': [-88.207765, 42.755295]}",1,other,4,,0.0,Waterford
2168,LockerDome,-90.2598684,38.6501668,"{'type': 'Point', 'coordinates': [-90.2598684, 38.6501668]}",2,social,27,2008.0,8090000.0,St. Louis
2169,Nextiva,-111.8963228,33.555878,"{'type': 'Point', 'coordinates': [-111.8963228, 33.555878]}",1,enterprise,200,2005.0,0.0,Scottsdale
2170,Mixed In Key,-77.156823,39.083916,"{'type': 'Point', 'coordinates': [-77.156823, 39.083916]}",1,software,3,2006.0,0.0,Rockville
2171,PlayPing,14.362311,46.771087,"{'type': 'Point', 'coordinates': [14.362311, 46.771087]}",1,network_hosting,4,2007.0,0.0,St.Veit an der Glan
2172,ELDR Media,-122.5162892,37.9260091,"{'type': 'Point', 'coordinates': [-122.5162892, 37.9260091]}",1,web,14,2006.0,1250000.0,Corte Madera
2173,vufind,-122.145153,37.424614,"{'type': 'Point', 'coordinates': [-122.145153, 37.424614]}",1,mobile,7,2010.0,930000.0,Sunnyvale
2174,Cagic,-77.427626,38.995281,"{'type': 'Point', 'coordinates': [-77.427626, 38.995281]}",1,hardware,4,2007.0,0.0,Sterling
2175,Groopi,-1.313068,51.417565,"{'type': 'Point', 'coordinates': [-1.313068, 51.417565]}",1,games_video,1,2008.0,0.0,Newbury
2176,The Food Channel,-93.322527,37.145565,"{'type': 'Point', 'coordinates': [-93.322527, 37.145565]}",1,web,10,,0.0,Springfield
2177,Exvo,4.3005395,52.0837552,"{'type': 'Point', 'coordinates': [4.3005395, 52.0837552]}",1,public_relations,5,2007.0,0.0,Den Haag
2178,2GeeksinaLab,-118.152249,34.633698,"{'type': 'Point', 'coordinates': [-118.152249, 34.633698]}",1,software,6,2004.0,0.0,Palmdale
2179,TravelPod,-75.6898711,45.4273982,"{'type': 'Point', 'coordinates': [-75.6898711, 45.4273982]}",1,network_hosting,10,1997.0,0.0,Ottawa
2180,Strider SEO,-79.554784,43.632844,"{'type': 'Point', 'coordinates': [-79.554784, 43.632844]}",2,consulting,3,2008.0,0.0,Toronto
2181,Poll Everywhere,-87.625271,41.864917,"{'type': 'Point', 'coordinates': [-87.625271, 41.864917]}",1,mobile,20,2008.0,20000.0,San Francisco
2182,WebMindtree,80.2285563,13.0650925,"{'type': 'Point', 'coordinates': [80.2285563, 13.0650925]}",1,web,27,2004.0,0.0,Chennai (Tamilnadu)
2183,YadaHome,-77.028561,38.897976,"{'type': 'Point', 'coordinates': [-77.028561, 38.897976]}",1,network_hosting,1,2008.0,250000.0,Washington
2184,PX Interactive,-122.407709,37.781754,"{'type': 'Point', 'coordinates': [-122.407709, 37.781754]}",1,software,8,2007.0,0.0,San Francisco
2185,travelmob,-157.78907,21.303049,"{'type': 'Point', 'coordinates': [-157.78907, 21.303049]}",1,travel,4,2011.0,1000000.0,Singapore
2186,twit+,-0.698361,52.472029,"{'type': 'Point', 'coordinates': [-0.698361, 52.472029]}",1,games_video,1,2008.0,0.0,Corby
2187,Onehub,-122.145038,47.580235,"{'type': 'Point', 'coordinates': [-122.145038, 47.580235]}",1,enterprise,10,2007.0,3000000.0,Seattle
2188,Fluther,-122.418642,37.758062,"{'type': 'Point', 'coordinates': [-122.418642, 37.758062]}",1,web,3,2007.0,600000.0,San Francisco
2189,Think Brilliant Media Studios,-122.692654,45.48798,"{'type': 'Point', 'coordinates': [-122.692654, 45.48798]}",1,web,10,2007.0,0.0,Portland
2190,NitroSecurity,-70.784798,43.093886,"{'type': 'Point', 'coordinates': [-70.784798, 43.093886]}",2,security,70,1999.0,25000000.0,Portsmouth
2191,ReTel Technologies,-87.596232,41.78942,"{'type': 'Point', 'coordinates': [-87.596232, 41.78942]}",1,analytics,5,2007.0,1000000.0,San Francisco
2192,NutshellMail,-95.463209,29.76244,"{'type': 'Point', 'coordinates': [-95.463209, 29.76244]}",1,network_hosting,5,2007.0,0.0,Atherton
2193,Plum Amazing,-159.480262,22.226745,"{'type': 'Point', 'coordinates': [-159.480262, 22.226745]}",1,software,4,2008.0,0.0,Princeville
2194,Enthusem,-82.6427617,28.0558376,"{'type': 'Point', 'coordinates': [-82.6427617, 28.0558376]}",1,advertising,6,2007.0,0.0,Tampa
2195,ShopWiki,-73.993376,40.740441,"{'type': 'Point', 'coordinates': [-73.993376, 40.740441]}",1,ecommerce,25,2005.0,6250000.0,New York
2196,eTalkup,-122.133621,47.67356,"{'type': 'Point', 'coordinates': [-122.133621, 47.67356]}",1,web,5,2008.0,0.0,Redmond
2197,Occipital,-105.278109,40.018145,"{'type': 'Point', 'coordinates': [-105.278109, 40.018145]}",1,software,9,2008.0,8020000.0,Boulder
2198,Foodzie,-105.2773493,40.0173513,"{'type': 'Point', 'coordinates': [-105.2773493, 40.0173513]}",1,ecommerce,10,,1020000.0,San Francisco
2199,Application Experts,-105.092218,39.930354,"{'type': 'Point', 'coordinates': [-105.092218, 39.930354]}",1,software,14,2006.0,18000.0,Broomfield
2200,UsingMiles,-104.9998449,39.749671,"{'type': 'Point', 'coordinates': [-104.9998449, 39.749671]}",1,travel,15,2010.0,3270000.0,Denver
2201,Pond5,-73.9878525,40.7032884,"{'type': 'Point', 'coordinates': [-73.9878525, 40.7032884]}",2,ecommerce,25,2006.0,500000.0,Brooklyn
2202,AKM,-2.124184,52.81815,"{'type': 'Point', 'coordinates': [-2.124184, 52.81815]}",1,software,5,1989.0,0.0,Stafford
2203,WebSketch,-121.964374,37.388994,"{'type': 'Point', 'coordinates': [-121.964374, 37.388994]}",1,web,8,,0.0,Santa Clara
2204,Redwood Software,5.142674,52.028929,"{'type': 'Point', 'coordinates': [5.142674, 52.028929]}",1,software,200,1993.0,0.0,Houten
2205,Nedforce,6.8719412,52.2227273,"{'type': 'Point', 'coordinates': [6.8719412, 52.2227273]}",1,software,10,1998.0,0.0,Enschede
2206,App Cubby,-97.940336,29.876617,"{'type': 'Point', 'coordinates': [-97.940336, 29.876617]}",1,mobile,2,2008.0,0.0,San Marcos
2207,Atigeo,-122.2016685,47.6174533,"{'type': 'Point', 'coordinates': [-122.2016685, 47.6174533]}",1,software,50,2005.0,5390000.0,Bellevue
2208,Digital Ordnance,-118.381411,33.869578,"{'type': 'Point', 'coordinates': [-118.381411, 33.869578]}",1,hardware,6,2003.0,0.0,Redondo Beach
2209,Levert Marketing,-79.861325,43.224565,"{'type': 'Point', 'coordinates': [-79.861325, 43.224565]}",1,advertising,2,2008.0,0.0,Hamilton
2210,PR Easy,-83.175003,42.168073,"{'type': 'Point', 'coordinates': [-83.175003, 42.168073]}",1,other,3,2007.0,0.0,Livonia
2211,UBmatrix,-122.258139,37.522281,"{'type': 'Point', 'coordinates': [-122.258139, 37.522281]}",1,software,50,2005.0,9300000.0,Redwood City
2212,Cityflats4you,16.357786,48.182591,"{'type': 'Point', 'coordinates': [16.357786, 48.182591]}",1,web,2,2008.0,0.0,Vienna
2213,Adlib Software,-79.7955702,43.3590652,"{'type': 'Point', 'coordinates': [-79.7955702, 43.3590652]}",1,software,75,2000.0,0.0,Burlington
2214,Tangent,-122.334643,37.587789,"{'type': 'Point', 'coordinates': [-122.334643, 37.587789]}",1,hardware,45,1989.0,0.0,burlingame
2215,UK Office Direct,-1.711398,51.641703,"{'type': 'Point', 'coordinates': [-1.711398, 51.641703]}",1,other,14,2002.0,0.0,Swindon
2216,BabbleStream,-121.13924,38.650095,"{'type': 'Point', 'coordinates': [-121.13924, 38.650095]}",1,mobile,3,2007.0,0.0,Folsom
2217,Micro Focus,-1.3311934,51.406245,"{'type': 'Point', 'coordinates': [-1.3311934, 51.406245]}",1,enterprise,591,1976.0,0.0,
2218,Wikimapia,70.8429444,31.8498159,"{'type': 'Point', 'coordinates': [70.8429444, 31.8498159]}",1,web,6,2006.0,0.0,D.I.Khan
2219,Lyft,-122.4007846,37.7899027,"{'type': 'Point', 'coordinates': [-122.4007846, 37.7899027]}",1,software,180,2007.0,82500000.0,San Francisco
2220,LastPass,-77.258954,38.9005,"{'type': 'Point', 'coordinates': [-77.258954, 38.9005]}",1,security,8,2008.0,0.0,Fairfax
2221,FohBoh,-122.4010019,37.7924253,"{'type': 'Point', 'coordinates': [-122.4010019, 37.7924253]}",1,social,4,2007.0,750000.0,San Jose
2222,Closet Couture,-118.5475,34.078345,"{'type': 'Point', 'coordinates': [-118.5475, 34.078345]}",1,ecommerce,4,2007.0,475000.0,Pacific Palisades
2223,CSC,-77.214756,38.859879,"{'type': 'Point', 'coordinates': [-77.214756, 38.859879]}",1,consulting,90000,1959.0,0.0,Falls Church
2224,dimension5 labs,-105.9484344,35.6746751,"{'type': 'Point', 'coordinates': [-105.9484344, 35.6746751]}",1,advertising,11,2008.0,0.0,Santa Fe
2225,Mobclix,-122.158497,37.448598,"{'type': 'Point', 'coordinates': [-122.158497, 37.448598]}",1,mobile,26,2008.0,0.0,Palo Alto
2226,Diditz,77.210726,28.554777,"{'type': 'Point', 'coordinates': [77.210726, 28.554777]}",1,network_hosting,2,2008.0,0.0,New Delhi
2227,LeapRE,-87.65318,41.94038,"{'type': 'Point', 'coordinates': [-87.65318, 41.94038]}",1,advertising,11,2005.0,0.0,Chicago
2228,Demandbase,-122.400346,37.796843,"{'type': 'Point', 'coordinates': [-122.400346, 37.796843]}",1,analytics,80,2006.0,33000000.0,San Francisco
2229,NationWide Auto Lending,-80.852317,35.01647,"{'type': 'Point', 'coordinates': [-80.852317, 35.01647]}",1,web,23,2006.0,0.0,Charlotte
2230,Wevod,2.321213,48.846726,"{'type': 'Point', 'coordinates': [2.321213, 48.846726]}",1,games_video,8,2006.0,338549.99998969113,Paris
2231,ShopCastTV,-122.3943387,37.7881481,"{'type': 'Point', 'coordinates': [-122.3943387, 37.7881481]}",1,mobile,5,2007.0,0.0,San Francisco
2232,Me-trics,-83.128937,42.484985,"{'type': 'Point', 'coordinates': [-83.128937, 42.484985]}",1,public_relations,3,2007.0,0.0,Royal Oak
2233,OMS SafeHarbor,-71.305778,42.64245,"{'type': 'Point', 'coordinates': [-71.305778, 42.64245]}",1,software,35,2001.0,0.0,Lowell
2234,NewMarCom,4.890314,52.352201,"{'type': 'Point', 'coordinates': [4.890314, 52.352201]}",1,consulting,1,2008.0,0.0,Amsterdam
2235,cosinity,-111.8566,33.3176,"{'type': 'Point', 'coordinates': [-111.8566, 33.3176]}",1,web,1,2008.0,0.0,Chandler
2236,Adgregate Markets,-122.490586,37.864435,"{'type': 'Point', 'coordinates': [-122.490586, 37.864435]}",1,ecommerce,20,2008.0,0.0,Sausalito
2237,Birdpost,-122.182824,37.452011,"{'type': 'Point', 'coordinates': [-122.182824, 37.452011]}",1,web,4,2007.0,350000.0,Menlo Park
2238,Courion Corporation,-71.436358,42.309399,"{'type': 'Point', 'coordinates': [-71.436358, 42.309399]}",1,software,175,1996.0,840000.0,Westborough
2239,iCharts,-122.012475,37.384239,"{'type': 'Point', 'coordinates': [-122.012475, 37.384239]}",1,analytics,16,2008.0,3100000.0,Sunnyvale
2240,TextMarks,-122.428193,37.79289,"{'type': 'Point', 'coordinates': [-122.428193, 37.79289]}",1,mobile,5,2007.0,0.0,San Francisco
2241,AMAX Global Services,-121.933191,37.501065,"{'type': 'Point', 'coordinates': [-121.933191, 37.501065]}",1,software,200,2000.0,45000.0,Fremont
2242,Spotmau Corporation,-95.3082988,29.985528,"{'type': 'Point', 'coordinates': [-95.3082988, 29.985528]}",1,software,70,2006.0,0.0,Humble
2243,Tingz,-83.918392,35.963029,"{'type': 'Point', 'coordinates': [-83.918392, 35.963029]}",1,software,5,2007.0,280000.0,Knoxville
2244,MicroBilt Corporation,-84.597071,34.011396,"{'type': 'Point', 'coordinates': [-84.597071, 34.011396]}",2,software,75,1978.0,0.0,Kennesaw
2245,plaYce,-122.438231,37.80204,"{'type': 'Point', 'coordinates': [-122.438231, 37.80204]}",1,games_video,7,2008.0,0.0,San Francisco
2246,Having Things Done,-87.6316617,41.8908028,"{'type': 'Point', 'coordinates': [-87.6316617, 41.8908028]}",1,other,5,2008.0,0.0,Chicago
2247,MetaPack,-0.111242,51.52216,"{'type': 'Point', 'coordinates': [-0.111242, 51.52216]}",1,software,30,1999.0,20500000.0,London
2248,Virsona,-80.097933,26.383036,"{'type': 'Point', 'coordinates': [-80.097933, 26.383036]}",1,web,13,2007.0,0.0,Boca Raton
2249,IdenIve,-88.294854,41.931912,"{'type': 'Point', 'coordinates': [-88.294854, 41.931912]}",1,web,1,2008.0,0.0,St Charles
2250,Thomson Reuters,-73.9871847,40.7564318,"{'type': 'Point', 'coordinates': [-73.9871847, 40.7564318]}",1,public_relations,50000,2008.0,0.0,New York
2251,PERSONALRIA,-122.4721542,45.6667514,"{'type': 'Point', 'coordinates': [-122.4721542, 45.6667514]}",1,web,3,,0.0,Vancouver
2252,TradeCard,-74.007801,40.707729,"{'type': 'Point', 'coordinates': [-74.007801, 40.707729]}",1,enterprise,130,1999.0,44900000.0,New York
2253,Producteev,-73.983656,40.775309,"{'type': 'Point', 'coordinates': [-73.983656, 40.775309]}",1,software,10,2008.0,1310000.0,New York
2254,Bojam,-122.158497,37.448598,"{'type': 'Point', 'coordinates': [-122.158497, 37.448598]}",1,games_video,5,2008.0,0.0,Palo Alto
2255,The Impartial Observer,-75.163808,39.951639,"{'type': 'Point', 'coordinates': [-75.163808, 39.951639]}",1,web,4,2008.0,0.0,Philadelphia
2256,Twonq,-122.403223,37.794124,"{'type': 'Point', 'coordinates': [-122.403223, 37.794124]}",2,web,3,2008.0,800000.0,San Francisco
2257,AdRocket,-122.419204,37.775196,"{'type': 'Point', 'coordinates': [-122.419204, 37.775196]}",1,advertising,5,2008.0,1000000.0,San Francisco
2258,StudioNow,-86.796377,36.13996,"{'type': 'Point', 'coordinates': [-86.796377, 36.13996]}",1,photo_video,18,2007.0,15300000.0,Nashville
2259,eLagaan,77.594376,12.971606,"{'type': 'Point', 'coordinates': [77.594376, 12.971606]}",2,web,20,2008.0,0.0,Bangalore
2260,Papervitamins,-73.986951,40.756054,"{'type': 'Point', 'coordinates': [-73.986951, 40.756054]}",2,web,2,2008.0,0.0,
2261,Burt,18.036587,59.337864,"{'type': 'Point', 'coordinates': [18.036587, 59.337864]}",1,advertising,30,2009.0,3500000.0,Gothenburg
2262,Acxiom,-92.2647169,34.7453104,"{'type': 'Point', 'coordinates': [-92.2647169, 34.7453104]}",1,software,6200,1969.0,0.0,Little Rock
2263,Tesaris,-112.032503,40.502908,"{'type': 'Point', 'coordinates': [-112.032503, 40.502908]}",1,software,4,2006.0,230000.0,Herriman
2264,VideoSurf,-122.325248,37.561877,"{'type': 'Point', 'coordinates': [-122.325248, 37.561877]}",1,hardware,35,1840.0,28000000.0,San Mateo
2265,CropMom,-117.062239,32.981201,"{'type': 'Point', 'coordinates': [-117.062239, 32.981201]}",1,software,3,2008.0,0.0,Poway
2266,360 Sports Software,-73.518183,40.72267,"{'type': 'Point', 'coordinates': [-73.518183, 40.72267]}",1,games_video,1,2007.0,0.0,Levittown
2267,GoodGuide,-122.4000032,37.7983181,"{'type': 'Point', 'coordinates': [-122.4000032, 37.7983181]}",1,web,10,2007.0,14200000.0,San Francisco
2268,Draconis Software,-71.127173,42.505524,"{'type': 'Point', 'coordinates': [-71.127173, 42.505524]}",1,web,5,2003.0,0.0,Woburn
2269,API Outsourcing,-93.140619,44.849776,"{'type': 'Point', 'coordinates': [-93.140619, 44.849776]}",1,other,130,1998.0,0.0,St. Paul
2270,Kangalope,-74.756197,40.878861,"{'type': 'Point', 'coordinates': [-74.756197, 40.878861]}",1,advertising,1,2008.0,0.0,Budd Lake
2271,Where I've Been,-87.686634,41.916619,"{'type': 'Point', 'coordinates': [-87.686634, 41.916619]}",1,travel,9,2007.0,1750000.0,Chicago
2272,Clickbooth,-82.452554,27.339496,"{'type': 'Point', 'coordinates': [-82.452554, 27.339496]}",1,other,126,2002.0,0.0,Sarasota
2273,Swype,-122.3497956,47.6495905,"{'type': 'Point', 'coordinates': [-122.3497956, 47.6495905]}",1,software,80,2002.0,13900000.0,Seattle
2274,Multiplied Media,-114.068589,51.001833,"{'type': 'Point', 'coordinates': [-114.068589, 51.001833]}",1,other,40,2002.0,0.0,Calgary
2275,ProCPR,-85.5950353,43.0530176,"{'type': 'Point', 'coordinates': [-85.5950353, 43.0530176]}",1,health,12,2002.0,0.0,Grand Rapids
2276,SpeakerMatch,-97.765313,30.379593,"{'type': 'Point', 'coordinates': [-97.765313, 30.379593]}",1,web,7,2002.0,0.0,Austin
2277,Quant the News,-118.414064,34.054259,"{'type': 'Point', 'coordinates': [-118.414064, 34.054259]}",1,web,2,2007.0,150000.0,Los Angeles
2278,911ice,-121.987122,37.228232,"{'type': 'Point', 'coordinates': [-121.987122, 37.228232]}",1,web,4,2008.0,0.0,Los Gatos
2279,InterKnowlogy,-117.294336,33.136055,"{'type': 'Point', 'coordinates': [-117.294336, 33.136055]}",1,software,30,1999.0,0.0,Carlsbad
2280,iWeb Technologies,-73.54266,45.467876,"{'type': 'Point', 'coordinates': [-73.54266, 45.467876]}",1,network_hosting,210,1996.0,34500000.0,"Montreal, Qu̩bec"
2281,FMYI,-122.6687628,45.5349042,"{'type': 'Point', 'coordinates': [-122.6687628, 45.5349042]}",2,software,16,2004.0,0.0,Portland
2282,SiteRapture,-118.348198,34.062262,"{'type': 'Point', 'coordinates': [-118.348198, 34.062262]}",1,network_hosting,1,2007.0,0.0,Los Angeles
2283,Viscape,-77.103339,38.881579,"{'type': 'Point', 'coordinates': [-77.103339, 38.881579]}",1,other,7,2008.0,0.0,Arlington
2284,Angstro,-122.163139,37.444393,"{'type': 'Point', 'coordinates': [-122.163139, 37.444393]}",1,software,4,2007.0,225000.0,Palo Alto
